Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,SaleType,SaleCondition,SalePrice,month+year,totalbath,Totalsqft,Age,YearsSinceRemodel,IsNewHouse
1227,60,RL,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,GasA,Ex,Y,SBrkr,1933,Gd,9,Typ,1,BuiltIn,2007.0,Fin,3,668,TA,TA,Y,100,18,,WD,Normal,214000,1.2008,2.5,2827.0,1,1,True
1228,20,RL,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,0,317,GasA,Ex,Y,SBrkr,912,Gd,5,Typ,0,Detchd,1992.0,Unf,2,576,TA,TA,Y,0,240,,WD,Normal,147000,12.2008,2.0,1824.0,43,0,False
1229,120,RL,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,0,162,GasA,Ex,Y,SBrkr,1702,Ex,7,Typ,1,Attchd,2008.0,Fin,3,1052,TA,TA,Y,0,72,,New,Partial,367294,10.2008,2.5,3404.0,0,0,True
1230,80,RL,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,BrkFace,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,0,409,GasA,Gd,Y,SBrkr,1507,TA,7,Maj1,0,Basment,1960.0,Unf,1,404,TA,TA,Y,0,0,,WD,Normal,127000,8.2008,2.0,2582.0,48,48,False
1231,90,RL,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,Shed,CompShg,Plywood,Plywood,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,211,652,GasA,Ex,Y,SBrkr,2620,TA,12,Typ,1,BuiltIn,1977.0,RFn,2,600,TA,TA,N,155,24,,WD,Normal,190000,8.2007,3.0,3981.0,30,30,False
1232,90,RL,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,GasA,TA,Y,SBrkr,1190,TA,6,Typ,0,Attchd,1962.0,Unf,2,540,TA,TA,Y,0,18,,WD,Normal,132500,5.2006,2.0,2296.0,44,44,False
1233,90,RL,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,1224,TA,6,Typ,0,CarPort,1962.0,Unf,2,462,TA,TA,Y,0,0,,WD,Normal,101800,3.2007,2.0,1224.0,45,45,False
1234,20,RL,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Plywood,Plywood,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,GasA,Fa,Y,SBrkr,1188,TA,6,Typ,0,Attchd,1959.0,RFn,2,531,TA,TA,Y,0,0,,COD,Abnorml,142000,5.2010,2.0,2376.0,51,51,False
1235,70,RH,8525,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,0,940,GasA,TA,N,FuseA,1964,TA,7,Typ,0,,,,0,0,,,N,0,192,,WD,Abnorml,130000,11.2008,1.5,2904.0,97,58,False
1236,70,RL,13132,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,747,GasA,Gd,Y,FuseF,1784,TA,9,Typ,0,Detchd,1914.0,Unf,1,180,Fa,Fa,N,203,40,,WD,Normal,138887,7.2006,1.5,2531.0,92,56,False
1237,160,RL,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,764,GasA,Ex,Y,SBrkr,1626,Gd,6,Typ,0,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,27,,WD,Normal,175500,6.2010,2.5,2390.0,7,7,False
1238,60,RL,12393,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,GasA,Ex,Y,SBrkr,1948,Gd,8,Typ,1,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,48,,WD,Normal,195000,9.2006,2.5,2795.0,2,1,True
1239,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,GasA,Ex,Y,SBrkr,1141,TA,6,Typ,0,Detchd,2005.0,Unf,2,484,TA,TA,Y,0,0,,WD,Abnorml,142500,3.2006,1.5,2282.0,1,1,True
1240,20,RL,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,0,1048,GasA,Ex,Y,SBrkr,1484,Ex,6,Typ,1,Attchd,2006.0,RFn,2,472,TA,TA,Y,120,33,,WD,Normal,265900,12.2007,2.0,2960.0,1,1,True
1241,60,RL,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,334,GasA,Ex,Y,SBrkr,1768,Gd,8,Typ,0,Attchd,2003.0,RFn,2,543,TA,TA,Y,0,63,,WD,Normal,224900,7.2008,3.5,2652.0,5,5,True
1242,20,RL,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1689,GasA,Ex,Y,SBrkr,1689,Gd,7,Typ,0,Attchd,2007.0,RFn,3,954,TA,TA,Y,0,56,,New,Partial,248328,6.2007,2.0,3378.0,0,0,True
1243,85,RL,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,Gable,CompShg,Plywood,Plywood,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,168,0,GasA,TA,Y,SBrkr,1173,Gd,6,Typ,2,Attchd,1974.0,RFn,2,528,TA,TA,Y,0,120,,WD,Family,170000,1.2010,3.0,2226.0,36,36,False
1244,20,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Gable,CompShg,VinylSd,VinylSd,,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,Unf,0,690,GasA,Ex,Y,SBrkr,2076,Ex,7,Typ,1,Attchd,2006.0,Fin,3,850,TA,TA,Y,216,229,,New,Partial,465000,9.2006,3.5,4152.0,0,0,True
1245,70,RL,11435,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,BrkFace,Stucco,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,792,GasA,Fa,Y,SBrkr,1517,Gd,7,Typ,2,Detchd,1931.0,Unf,2,400,TA,TA,Y,0,0,,WD,Normal,230000,6.2006,1.0,2309.0,77,56,False
1246,80,RL,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,VinylSd,VinylSd,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,585,GasA,Ex,Y,SBrkr,1868,TA,7,Typ,1,BuiltIn,1984.0,Fin,2,477,TA,TA,Y,268,112,,WD,Abnorml,178000,1.2007,3.5,2453.0,23,4,False
1247,60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,756,GasA,Ex,Y,SBrkr,1553,Gd,6,Typ,0,Attchd,2005.0,RFn,2,615,TA,TA,Y,0,45,,New,Partial,186500,3.2006,2.5,2309.0,1,0,True
1248,80,RL,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,GasA,TA,Y,SBrkr,1034,TA,6,Typ,0,Attchd,1976.0,Unf,3,888,TA,TA,Y,0,0,,WD,Normal,169900,5.2010,2.0,2046.0,34,34,False
1249,75,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,OthW,Fa,N,SBrkr,2058,TA,8,Typ,1,Detchd,1950.0,Unf,2,396,Fa,Fa,P,0,0,,WD,Normal,129500,4.2008,1.5,2793.0,91,58,False
1250,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,GasA,TA,Y,SBrkr,988,TA,6,Typ,0,Attchd,1950.0,Unf,1,276,TA,TA,Y,0,80,,WD,Normal,119000,5.2007,1.0,1864.0,57,57,False
1251,20,RL,11160,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,BrkFace,BrkFace,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,GasA,Ex,Y,SBrkr,2110,Ex,8,Typ,2,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,,WD,Normal,244000,4.2010,3.5,4220.0,42,42,False
1252,120,RL,3136,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,Wd Shng,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,GasA,Ex,Y,SBrkr,1405,Gd,6,Typ,1,Attchd,2003.0,RFn,2,478,TA,TA,Y,148,36,,WD,Normal,171750,3.2006,2.0,2810.0,3,3,True
1253,20,RL,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,GasA,TA,Y,SBrkr,874,TA,5,Typ,0,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,0,,WD,Normal,130000,11.2009,2.0,1738.0,41,41,False
1254,60,RL,17542,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,GasA,TA,Y,SBrkr,2167,Gd,9,Typ,2,Attchd,1974.0,RFn,2,518,TA,TA,Y,220,47,,WD,Normal,294000,7.2007,3.5,3359.0,33,4,False
1255,60,RL,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,GasA,Ex,Y,SBrkr,1656,Gd,7,Typ,1,BuiltIn,2003.0,Fin,2,397,TA,TA,Y,178,128,,WD,Normal,165400,7.2008,2.5,2402.0,5,4,True
1256,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,GasA,TA,Y,FuseA,1367,TA,6,Typ,1,Detchd,1978.0,Unf,1,560,TA,TA,Y,0,0,,WD,Normal,127500,11.2007,1.0,2251.0,76,57,False
1257,20,RL,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,HdBoard,HdBoard,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,GasA,Ex,Y,SBrkr,1987,Gd,7,Typ,1,Attchd,1994.0,Fin,2,691,TA,TA,Y,262,36,,WD,Normal,301500,8.2008,3.0,3973.0,14,14,False
1258,30,RL,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,864,TA,4,Typ,0,,,,0,0,,,Y,0,96,,WD,Normal,99900,7.2009,1.0,1728.0,87,59,False
1259,80,RL,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,GasA,Ex,Y,SBrkr,1166,Gd,5,Typ,0,Attchd,2005.0,Fin,2,400,TA,TA,Y,212,0,,WD,Normal,190000,7.2008,3.0,2022.0,3,3,True
1260,20,RL,9750,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,GasA,Gd,Y,SBrkr,1054,TA,6,Typ,0,Attchd,1969.0,Unf,2,460,TA,TA,Y,180,0,,WD,Normal,151000,7.2008,2.5,2108.0,39,39,False
1261,60,RL,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,GasA,Ex,Y,SBrkr,1675,TA,7,Typ,1,BuiltIn,1999.0,Fin,2,502,TA,TA,Y,0,103,,WD,Normal,181000,6.2009,2.5,2516.0,10,10,False
1262,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,GasA,Gd,Y,SBrkr,1050,TA,5,Typ,0,Attchd,1956.0,Unf,1,338,TA,TA,Y,0,0,,WD,Normal,128900,6.2009,1.0,2100.0,53,53,False
1263,50,RL,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,GasA,Ex,Y,FuseA,1788,TA,8,Min2,2,Attchd,1957.0,Unf,1,304,TA,TA,Y,120,0,,WD,Normal,161500,11.2009,2.0,2892.0,52,20,False
1264,70,RL,13515,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,GasA,Ex,Y,FuseA,1824,TA,8,Typ,1,Detchd,1940.0,Unf,2,520,TA,TA,N,0,0,,WD,Normal,180500,7.2007,1.0,2588.0,88,57,False
1265,120,RH,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,GasA,Ex,Y,SBrkr,1337,Gd,5,Typ,0,Attchd,1998.0,Fin,2,511,TA,TA,Y,144,68,,COD,Abnorml,181000,8.2008,3.0,2742.0,10,9,False
1266,160,FV,3735,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,GasA,Ex,Y,SBrkr,1452,Gd,6,Typ,0,Detchd,1999.0,Unf,2,506,TA,TA,Y,0,34,,WD,Normal,183900,3.2006,3.5,2143.0,7,7,False
1267,190,RM,10120,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,GasA,TA,N,FuseF,1889,TA,9,Typ,1,Detchd,1960.0,Unf,1,308,TA,TA,N,0,0,,WD,Normal,122000,1.2007,1.5,2814.0,97,57,False
1268,20,RL,13214,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,Stucco,CmentBd,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,GasA,Ex,Y,SBrkr,2018,Ex,10,Typ,1,Attchd,2009.0,Fin,3,746,TA,TA,Y,144,76,,WD,Normal,378500,5.2010,2.0,4020.0,2,1,True
1269,50,RL,14100,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,Gable,CompShg,Stucco,Stucco,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,GasA,Ex,Y,SBrkr,3447,Gd,11,Typ,2,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,314,12,,WD,Normal,381000,5.2008,3.5,4175.0,73,11,False
1270,50,RL,11344,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,GasW,TA,Y,FuseA,1524,TA,7,Typ,0,Attchd,1958.0,Unf,1,315,TA,TA,Y,0,0,,WD,Normal,144000,7.2007,1.5,2398.0,49,49,False
1271,40,RL,23595,Pave,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,Shed,WdShake,Plywood,Plywood,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,GasA,TA,Y,SBrkr,1524,Gd,4,Typ,1,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0,,WD,Normal,260000,4.2010,2.5,2856.0,31,31,False
1272,20,RL,9156,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,GasA,Gd,Y,SBrkr,1489,Gd,7,Typ,1,Attchd,1968.0,RFn,2,462,TA,TA,Y,0,0,,WD,Normal,185750,8.2009,2.0,2978.0,41,41,False
1273,20,RL,13526,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,Plywood,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,GasA,TA,Y,SBrkr,935,TA,5,Typ,0,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0,,WD,Normal,137000,11.2006,2.0,1870.0,41,41,False
1274,80,RL,11512,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,Plywood,Plywood,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,GasA,Gd,Y,SBrkr,1357,Ex,5,Typ,1,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0,,WD,Normal,177000,5.2008,2.0,2376.0,49,2,False
1275,50,RL,5362,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,GasA,Ex,Y,SBrkr,1250,TA,8,Typ,1,Detchd,1985.0,Unf,2,552,TA,TA,Y,242,0,,WD,Normal,139000,11.2007,2.0,1911.0,97,4,False
1276,90,RL,11345,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,Gable,Roll,AsbShng,AsbShng,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,GasA,Gd,Y,FuseA,1920,TA,10,Typ,0,Detchd,1948.0,Unf,2,400,TA,Fa,Y,0,0,,WD,Normal,137000,7.2007,2.0,2848.0,59,57,False
1277,60,RL,12936,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,GasA,TA,Y,SBrkr,1395,TA,6,Typ,1,Attchd,1972.0,Unf,2,497,TA,TA,Y,294,116,,WD,Normal,162000,12.2009,2.1,2118.0,37,37,False
1278,80,RL,17871,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,GasA,Fa,Y,SBrkr,1724,TA,7,Typ,1,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0,,WD,Normal,197900,6.2009,2.5,3404.0,42,33,False
1279,60,RL,9473,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,GasA,Ex,Y,SBrkr,2031,Gd,7,Typ,1,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,211,,WD,Normal,237000,3.2008,3.5,3159.0,6,6,False
1280,50,C (all),7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,GasA,TA,Y,FuseA,1128,TA,6,Typ,0,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,0,,COD,Abnorml,68400,4.2010,1.0,1826.0,90,60,False
1281,20,RL,9808,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,GasA,Ex,Y,SBrkr,1573,Gd,6,Typ,0,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,72,,WD,Normal,227000,3.2009,3.0,3146.0,7,7,False
1282,20,RL,8049,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,GasA,TA,Y,SBrkr,1339,TA,6,Typ,1,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0,58,,WD,Normal,180000,7.2006,3.0,2648.0,16,16,False
1283,20,RL,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,GasA,TA,Y,SBrkr,1040,Gd,5,Typ,0,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,,WD,Normal,150500,9.2009,2.0,2080.0,32,1,False
1284,90,RL,9400,Pave,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,Mansard,CompShg,MetalSd,Wd Shng,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,GasA,TA,Y,SBrkr,1824,TA,8,Typ,0,,,,0,0,,,Y,128,0,,WD,Normal,139000,4.2010,3.0,2736.0,39,39,False
1285,50,RL,9638,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,GasA,Ex,Y,SBrkr,2447,Gd,10,Min2,1,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0,,WD,Normal,169000,3.2010,2.0,3251.0,91,20,False
1286,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,GasA,Ex,Y,FuseF,1412,TA,6,Typ,1,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0,,WD,Normal,132500,5.2009,1.0,2192.0,70,59,False
1287,20,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,GasA,TA,Y,SBrkr,1328,TA,6,Typ,2,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,26,,WD,Normal,143000,6.2010,2.5,2656.0,47,47,False
1288,20,RL,36500,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,GasA,Fa,Y,SBrkr,1582,TA,7,Typ,0,Attchd,1964.0,Unf,2,390,TA,TA,N,168,198,,WD,Normal,190000,6.2006,2.6,3206.0,42,42,False
